iter	Logloss
203	0.4347423321
204	0.4341294754
205	0.4335561744
206	0.4329831856
207	0.4325511049
208	0.432228547
209	0.4317435191
210	0.4311225992
211	0.4305415052
212	0.4298594008
213	0.4293030505
214	0.4289671817
215	0.4282665494
216	0.4275040537
217	0.4271879934
218	0.4266562196
219	0.4259863397
220	0.4254440774
221	0.425148762
222	0.4245541218
223	0.4240671413
224	0.4234625339
225	0.42297098
226	0.4225161856
227	0.4223107042
228	0.4219908211
229	0.4214850492
230	0.4206742939
231	0.4202860315
232	0.4198690457
233	0.4192840787
234	0.418876214
235	0.4182093871
236	0.4175518228
237	0.4173085929
238	0.4171399046
239	0.4167665781
240	0.4163734306
241	0.4159341457
242	0.4153535645
243	0.4149090954
244	0.4143851157
245	0.4139706153
246	0.4139669202
247	0.4135495436
248	0.41344439
249	0.4128575265
250	0.4124481059
251	0.4120710802
252	0.4115631214
253	0.4110562555
254	0.4101928817
255	0.4097171994
256	0.4092684772
257	0.4087094478
258	0.4083920134
259	0.4080696991
260	0.4076476987
261	0.4070139787
262	0.4066790358
263	0.4062794585
264	0.4056411478
265	0.4052498304
266	0.4047518311
267	0.4043803511
268	0.4039543058
269	0.4035656254
270	0.402939183
271	0.4026846987
272	0.4023012961
273	0.4019812207
274	0.4014705302
275	0.401090337
276	0.4007534888
277	0.4002325932
278	0.400202652
279	0.3997206158
280	0.3991898604
281	0.3986830269
282	0.3983292056
283	0.3979226475
284	0.3976581095
285	0.3971875393
286	0.3969036837
287	0.3964527391
288	0.3959496927
289	0.3957740296
290	0.3956026777
291	0.3951895805
292	0.3947331154
293	0.3946992314
294	0.3942308268
295	0.3938417212
296	0.3937873869
297	0.3932962074
298	0.3930551607
299	0.3925915443
300	0.3919169374
301	0.3914845852
302	0.3909657741
303	0.3905243564
304	0.3901774593
305	0.3898875376
306	0.3894231471
307	0.3890840215
308	0.3886803097
309	0.3879623165
310	0.3875849658
311	0.3872474934
312	0.3869716377
313	0.3865898704
314	0.3862555928
315	0.3860540456
316	0.3856937104
317	0.385434812
318	0.3848822882
319	0.3844134146
320	0.3840543344
321	0.383608451
322	0.3832442267
323	0.3829428901
324	0.3827241535
325	0.3822014719
326	0.3818206505
327	0.3813542365
328	0.3807121316
329	0.3804131271
330	0.3797690127
331	0.3795103703
332	0.3791872589
333	0.3789603452
334	0.3784112363
335	0.3778888909
336	0.3772568863
337	0.3768567902
338	0.3764156653
339	0.3762012116
340	0.3759152685
341	0.3754118844
342	0.3752465409
343	0.3751042425
344	0.3746130888
345	0.3744023375
346	0.3740866216
347	0.3738097664
348	0.373474731
349	0.3731792131
350	0.3727836619
351	0.3724616599
352	0.3719481662
353	0.3715160771
354	0.3712108529
355	0.3708659447
356	0.3705095744
357	0.3703220353
358	0.3698690038
359	0.3695637
360	0.3693020316
361	0.3689736761
362	0.3687535276
363	0.3683980628
364	0.3680441756
365	0.367774259
366	0.3676688125
367	0.3674564992
368	0.3671139622
369	0.3669333177
370	0.3666245588
371	0.3663177886
372	0.3661176581
373	0.3659189187
374	0.3655741992
375	0.365381831
376	0.3651175154
377	0.3647335243
378	0.3643975845
379	0.3636992585
380	0.3632914059
381	0.3629322286
382	0.362552855
383	0.3621992618
384	0.3618739311
385	0.3617793846
386	0.3612969202
387	0.36104338
388	0.360616736
389	0.3600423574
390	0.3597568518
391	0.3595589679
392	0.3593305343
393	0.3589421028
394	0.3589205824
395	0.3587157134
396	0.3584193111
397	0.3580402283
398	0.3577867614
399	0.3574286213
400	0.357423315
401	0.3570381797
402	0.3566767937
403	0.3563289337
404	0.3559779624
405	0.355863028
406	0.3556899048
407	0.355511405
408	0.3551571605
409	0.3547980016
410	0.3546305695
411	0.3543435284
412	0.3540636434
413	0.3537869194
414	0.3534057734
415	0.3530765509
416	0.3528839698
417	0.352665712
418	0.3523846661
419	0.3522113966
420	0.3520583001
421	0.3517366843
422	0.3513899414
423	0.3509796094
424	0.3507485616
425	0.3507176901
426	0.3504779131
427	0.3501610003
428	0.3497963269
429	0.3495881743
430	0.3492307276
431	0.3489303887
432	0.3486489282
433	0.3483255834
434	0.3481133476
435	0.3476981483
436	0.347144828
437	0.3469124302
438	0.3466274404
439	0.3462442818
440	0.346023331
441	0.3459767215
442	0.3455808272
443	0.3452434963
444	0.344970923
445	0.3447831921
446	0.3444728682
447	0.3442678675
448	0.3440646065
449	0.3435735835
450	0.343436483
451	0.3431801684
452	0.3429317986
453	0.3425839109
454	0.3422379622
455	0.3418030167
456	0.3415878566
457	0.341261487
458	0.3409632851
459	0.340699422
460	0.3405464419
461	0.3401828347
462	0.339946648
463	0.3397488932
464	0.339472129
465	0.3391601682
466	0.3387804286
467	0.3385135098
468	0.3383069947
469	0.3379134079
470	0.3377528124
471	0.3375453245
472	0.3370940103
473	0.3366928795
474	0.3363967758
475	0.3361350182
476	0.3360006803
477	0.3357642982
478	0.3355595518
479	0.3354785728
480	0.3350662723
481	0.3347360626
482	0.334499922
483	0.3341547158
484	0.3338638022
485	0.333550507
486	0.3331968064
487	0.3328988274
488	0.332695673
489	0.3324234248
490	0.332122322
491	0.3317538877
492	0.3315350848
493	0.3313794922
494	0.3309043281
495	0.3306641379
496	0.3303763408
497	0.3300067147
498	0.3295175895
499	0.3291249629
500	0.3289172793
501	0.3286597382
502	0.3284324941
503	0.3281963018
504	0.3280302946
505	0.3277032836
506	0.3273366479
507	0.3268392432
508	0.3265812185
509	0.3263357774
510	0.326181213
511	0.3258958204
512	0.3256064924
513	0.3254126412
514	0.3253445042
515	0.3250638111
516	0.3249356655
517	0.3247311004
518	0.3244722596
519	0.3243396091
520	0.3240721866
521	0.323894094
522	0.3237349814
523	0.3234740569
524	0.323227053
525	0.3229597088
526	0.3229375844
527	0.3225760593
528	0.3223574812
529	0.3219171421
530	0.3216528319
531	0.3211792764
532	0.3208932435
533	0.3205423672
534	0.3203014511
535	0.3200321299
536	0.3197033997
537	0.3197031479
538	0.3193085143
539	0.3190531788
540	0.3186708101
541	0.318510683
542	0.3183586933
543	0.3181452326
544	0.317972868
545	0.3178001194
546	0.3175745444
547	0.3174286283
548	0.3171101055
549	0.3168986765
550	0.3163677503
551	0.3163491555
552	0.3161256144
553	0.3159950941
554	0.3156938452
555	0.3154212008
556	0.3152219537
557	0.314928091
558	0.3145151832
559	0.3143400045
560	0.3141120016
561	0.3136966931
562	0.3134807984
563	0.3132094828
564	0.3130659864
565	0.3126290855
566	0.3125854056
567	0.312422713
568	0.3121455278
569	0.3119740645
570	0.3115398837
571	0.311268498
572	0.3111373675
573	0.3109093733
574	0.3108524157
575	0.3106473288
576	0.3103318508
577	0.309994526
578	0.3097818349
579	0.3094956991
580	0.3092849605
581	0.3091713597
582	0.3087126453
583	0.3086951342
584	0.308402301
585	0.3081865512
586	0.3079620252
587	0.3077723119
588	0.3072935064
589	0.307132836
590	0.307013506
591	0.3067427626
592	0.3065829376
593	0.306517591
594	0.3064084299
595	0.3060422264
596	0.305859873
597	0.3055905991
598	0.3053348563
599	0.305073064
600	0.3048257251
601	0.3046481623
602	0.3045646147
603	0.3041919198
604	0.3039371652
605	0.3034490996
606	0.303196227
607	0.3029699448
608	0.3027804087
609	0.3025314882
610	0.3024263121
611	0.3021689904
612	0.3019753912
613	0.3019511996
614	0.3014681024
615	0.3011205106
616	0.300938826
617	0.3009221051
618	0.3007082325
619	0.3007080012
620	0.300213949
621	0.3000664026
622	0.2997802625
623	0.2995457621
624	0.2993413974
625	0.2990799671
626	0.2990628374
627	0.2989561862
628	0.2986848695
629	0.2985119443
630	0.298313543
631	0.2982955203
632	0.2980718006
633	0.2977445338
634	0.2974104502
635	0.2971313341
636	0.2969778909
637	0.2965703083
638	0.2963158357
639	0.2960059649
640	0.2957399275
641	0.2954276377
642	0.2951278616
643	0.2949525876
644	0.2946133407
645	0.2945245483
646	0.2943092403
647	0.2941877656
648	0.2937443617
649	0.2935059223
650	0.2933823473
651	0.2932509604
652	0.2932052524
653	0.292957893
654	0.2926918098
655	0.292563059
656	0.2923738587
657	0.2921697198
658	0.2920798046
659	0.2918874236
660	0.2916344621
661	0.2913907424
662	0.2911721175
663	0.2910636877
664	0.2909462689
665	0.2907163186
666	0.2904762909
667	0.2903270776
668	0.2902010068
669	0.2900879409
670	0.289755196
671	0.289688408
672	0.2893512607
673	0.2891649149
674	0.2888981274
675	0.2885469715
676	0.2883715447
677	0.2882421867
678	0.2880091876
679	0.2880021071
680	0.2877371974
681	0.2875695617
682	0.2873323747
683	0.2871110403
684	0.2869040889
685	0.2865504916
686	0.2862654129
687	0.2861191642
688	0.285846565
689	0.2856559383
690	0.2854229731
691	0.2852623699
692	0.2850815281
693	0.2849410947
694	0.2847582483
695	0.2846369211
696	0.2844958719
697	0.2841726642
698	0.2838772647
699	0.2836643931
700	0.2832861476
701	0.2830775813
702	0.2829938596
703	0.2826946407
704	0.282464867
705	0.2821273381
706	0.281874143
707	0.2817142171
708	0.2815604999
709	0.2814621298
710	0.2811854472
711	0.2809304281
712	0.2807583124
713	0.2805897688
714	0.2803428144
715	0.2800445659
716	0.2796557714
717	0.2793181774
718	0.2791808087
719	0.2789296678
720	0.2786948179
721	0.2784342104
722	0.2782948243
723	0.2779903215
724	0.277826552
725	0.2776608469
726	0.277372361
727	0.2770071843
728	0.2767473072
729	0.2766215247
730	0.2763105743
731	0.2760664644
732	0.2759558344
733	0.2757313382
734	0.2755203776
735	0.2753297621
736	0.2750128575
737	0.2747727434
738	0.2743774802
739	0.274042896
740	0.2739695499
741	0.2735635515
742	0.2734777502
743	0.2732768695
744	0.2730499741
745	0.2727711852
746	0.272550007
747	0.2723719171
748	0.2721738088
749	0.2719654003
750	0.2717268705
751	0.2714398047
752	0.2711907454
753	0.2710313127
754	0.2708042652
755	0.2707517056
756	0.2702252197
757	0.2701563165
758	0.2699656633
759	0.2697776505
760	0.269568286
761	0.2693392166
762	0.2690175742
763	0.2687848801
764	0.2685197474
765	0.2683173108
766	0.2681530143
767	0.267929104
768	0.2676635187
769	0.2675297242
770	0.2672006332
771	0.2671067181
772	0.2670860239
773	0.2669873175
774	0.2669726725
775	0.2668189422
776	0.2665356526
777	0.2660877679
778	0.265801215
779	0.2656046926
780	0.2652988543
781	0.2652552748
782	0.2649811146
783	0.2647873976
784	0.26451263
785	0.2644146907
786	0.2642988007
787	0.2641355256
788	0.2639959168
789	0.263965623
790	0.263808588
791	0.2636571961
792	0.2634666183
793	0.2630139082
794	0.2628997809
795	0.2627587254
796	0.2626352969
797	0.2624335712
798	0.2622732632
799	0.2621161521
800	0.261939576
801	0.2617024073
802	0.2616167761
803	0.2613728292
804	0.2611513132
805	0.2608866456
806	0.2604921603
807	0.260277742
808	0.2601823308
809	0.2599651333
810	0.2596823439
811	0.2596247873
812	0.2595501335
813	0.2592033543
814	0.2588887247
815	0.258701094
816	0.2583950418
817	0.2581932228
818	0.2579962763
819	0.2578235897
820	0.2575417792
821	0.2572893959
822	0.257095732
823	0.256826757
824	0.2566950778
825	0.256599958
826	0.256249839
827	0.2560729603
828	0.2558951228
829	0.2554664691
830	0.25530048
831	0.2550625816
832	0.2550031325
833	0.2549091203
834	0.254618171
835	0.2543631044
836	0.2541991705
837	0.2540146028
838	0.2538833422
839	0.253647658
840	0.2533972803
841	0.253095075
842	0.2528965319
843	0.2527447833
844	0.2525052126
845	0.2523516355
846	0.2521738339
847	0.2518787823
848	0.2517529584
849	0.2515375143
850	0.2513389935
851	0.2512435467
852	0.2511632506
853	0.2509871449
854	0.250819432
855	0.2507676757
856	0.2506027183
857	0.2502979771
858	0.2501084157
859	0.2498360792
860	0.2497115902
861	0.2493057893
862	0.2489150838
863	0.2487213112
864	0.2484176619
865	0.2482235159
866	0.2480362376
867	0.2477804895
868	0.2475177756
869	0.2472900579
870	0.2471304536
871	0.2469354
872	0.2466233582
873	0.2464894893
874	0.2463514354
875	0.2461762246
876	0.2461720337
877	0.2460170737
878	0.245901592
879	0.245765648
880	0.2455571316
881	0.2454252478
882	0.2450915185
883	0.2448783501
884	0.2447581919
885	0.2444091247
886	0.2443338803
887	0.2441442434
888	0.2440439505
889	0.2439932762
890	0.2438445167
891	0.2436366552
892	0.2434737491
893	0.2432322599
894	0.2431703345
895	0.242786804
896	0.2426476257
897	0.2424002732
898	0.2422292472
899	0.2419394377
900	0.2416778014
901	0.2414777477
902	0.2412917163
903	0.2410883564
904	0.2408103523
905	0.2407396415
906	0.2405234587
907	0.2403057244
908	0.2401811337
909	0.2399281444
910	0.2397943686
911	0.2395706232
912	0.2393293798
913	0.2391364022
914	0.2390903967
915	0.2390103804
916	0.2387195702
917	0.2385670335
918	0.2384797194
919	0.2383164279
920	0.2380674336
921	0.2378572268
922	0.2377713057
923	0.2375268651
924	0.2373906644
925	0.2369793081
926	0.2366403985
927	0.2365523368
928	0.236368181
929	0.2360703929
930	0.2359865363
931	0.2357580509
932	0.2355083301
933	0.2352791333
934	0.2351420771
935	0.2346998386
936	0.2345361254
937	0.2342444886
938	0.2340902391
939	0.2338394545
940	0.2336821764
941	0.2335156849
942	0.2332900825
943	0.2330994181
944	0.2329965127
945	0.2327300951
946	0.2324368193
947	0.232246009
948	0.2319344932
949	0.2318292135
950	0.2315487925
951	0.2314382532
952	0.2311126196
953	0.2309365185
954	0.2306559542
955	0.2302884525
956	0.2301147154
957	0.2299313151
958	0.2296441219
959	0.2295155697
960	0.2292518674
961	0.2291292086
962	0.2287664159
963	0.2286278115
964	0.2284041819
965	0.2282092034
966	0.2281232785
967	0.2280065056
968	0.227813927
969	0.2276705319
970	0.227542286
971	0.2273477653
972	0.2271434964
973	0.2270324626
974	0.2268735136
975	0.2266583257
976	0.2265795266
977	0.2264337154
978	0.2261405843
979	0.2258829428
980	0.2255943041
981	0.225490309
982	0.2251195339
983	0.2250382071
984	0.2248455372
985	0.2247331235
986	0.2245548129
987	0.224322926
988	0.2241474848
989	0.2239363162
990	0.2237884307
991	0.2235699947
992	0.2233366395
993	0.2231214326
994	0.2229342061
995	0.2227044064
996	0.2225289095
997	0.2224465554
998	0.2223326127
999	0.2222291457
